gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Tubb4b,4.502024117076833e-6,-0.2866286444386916,0.745,0.84,0.09454250645861349
Fam50a,4.504336590407593e-6,-0.2806721637677955,0.083,0.173,0.09459106839855946
Ywhaz,4.576415192201399e-6,-0.5116223148896288,0.393,0.481,0.09610471903622939
Kif5a,4.58400302543088e-6,-0.37001904808387615,0.113,0.212,0.09626406353404847
2400001E08Rik,4.6084751530449546e-6,-0.28300515912006663,0.517,0.625,0.09677797821394404
Kif5c,4.671203332157849e-6,-0.3728550209055068,0.108,0.2,0.09809526997531483
Sfxn1,4.7167500264125975e-6,0.3839074652850216,0.536,0.412,0.09905175055466454
Mbp,4.831461176056726e-6,-2.2434657626158643,0.275,0.383,0.10146068469719124
Dmd,4.998150929898807e-6,0.409236561781125,0.421,0.299,0.10496116952787495
Trim37,5.308616055974316e-6,-0.3102340379987861,0.104,0.198,0.11148093717546065
Pcdha4,5.435098276393507e-6,-0.2533037985319745,0.073,0.156,0.11413706380426364
Tmeff2,5.479299193016823e-6,-0.6843895893121044,0.068,0.148,0.11506528305335328
Naa50,5.578736578897655e-6,-0.30223173011097015,0.1,0.193,0.11715346815685075
Gnb1,5.860189204321235e-6,-0.4827875950047016,0.498,0.595,0.12306397329074593
Fxyd7,5.879109879845939e-6,-0.5204317230752268,0.183,0.286,0.12346130747676472
Fos,5.897284861871125e-6,-1.0387918360977864,0.723,0.827,0.12384298209929363
Cox7a2,6.128049609108021e-6,-0.2710265308960027,0.892,0.879,0.12868904179126844
Adnp,6.1565589193748225e-6,-0.28837238234346596,0.106,0.202,0.12928773730687126
Gabrb2,6.199518961523675e-6,-0.40990504141157474,0.086,0.17,0.13018989819199717
Sh3gl2,6.672725673201794e-6,-0.389716571773485,0.094,0.18,0.14012723913723768
Cacybp,6.731284681736632e-6,-0.37411221694163677,0.283,0.405,0.1413569783164693
Notch2,7.107079779843249e-6,-0.42228695107315967,0.096,0.183,0.14924867537670822
Ndufv1,7.252749596917088e-6,0.3236844589307579,0.576,0.454,0.15230774153525883
Ndufs1,7.257273478169901e-6,0.4056363277927515,0.363,0.259,0.15240274304156792
Leng8,7.307400524246211e-6,0.40011387216261807,0.377,0.257,0.15345541100917043
1110065P20Rik,7.345716875208571e-6,-0.26137387381510696,0.105,0.2,0.15426005437937998
Acads,7.41304973546874e-6,0.33420484783947424,0.259,0.143,0.15567404444484353
Gm10736,7.543226748697309e-6,-0.26439643052513895,0.104,0.2,0.15840776172264348
Skp1a,7.917413696241635e-6,-0.3391264341905009,0.511,0.615,0.16626568762107433
Renbp,8.055523958297127e-6,0.2988839992440749,0.106,0.032,0.16916600312423968
Gng3,8.12416568113152e-6,-0.6088925302373124,0.169,0.264,0.1706074793037619
1110008P14Rik,8.437945267644856e-6,-0.6440489314202495,0.327,0.43,0.177196850620542
Hnrnpa2b1,8.56697950531404e-6,0.2799358420125744,0.783,0.674,0.17990656961159485
Spock1,8.77908752826579e-6,-0.3089341100187588,0.068,0.146,0.1843608380935816
Mast4,8.985072878562422e-6,0.4659846191665096,0.313,0.207,0.18868653044981087
Atp9a,9.320196211189254e-6,-0.28210718211641167,0.095,0.185,0.19572412043497434
Taok1,9.429739967978214e-6,-0.33618354964264885,0.186,0.296,0.1980245393275425
Rcn2,9.637003393664377e-6,-0.3659315198107733,0.367,0.489,0.20237707126695192
Secisbp2l,9.899337422909244e-6,-0.43641111171914077,0.095,0.183,0.2078860858810941
Zc3h15,9.946718234539811e-6,-0.36236965867669646,0.245,0.358,0.20888108292533603
Pgm2l1,9.94909454102475e-6,-0.4768534368367405,0.11,0.198,0.20893098536151974
Psma7,1.0036793983841468e-5,-0.26353724813395507,0.682,0.758,0.21077267366067082
Naaa,1.0078060438839715e-5,0.38155960674999867,0.526,0.388,0.211639269215634
Tor1a,1.0342288182181057e-5,-0.25533446077308597,0.113,0.21,0.2171880518258022
Idh2,1.0376277645505858e-5,-0.38832037937053787,0.383,0.486,0.21790183055562304
Sc5d,1.0468930120283906e-5,0.36299340952677506,0.499,0.38,0.219847532525962
Mrpl42,1.046907724451097e-5,-0.2856793796488484,0.618,0.716,0.21985062213473036
Cox19,1.0665881044666789e-5,-0.26619956516464094,0.166,0.277,0.22398350193800257
Pir,1.0840335948107733e-5,0.32860093760695935,0.166,0.074,0.22764705491026238
Bax,1.1067158731311624e-5,-0.34055460262851067,0.407,0.504,0.2324103333575441
Rit1,1.1097606234941108e-5,-0.36029046734291714,0.237,0.346,0.23304973093376327
Cd27,1.1355311457607843e-5,0.38319622775059775,0.14,0.057,0.2384615406097647
Clk1,1.1491550397681823e-5,0.3843952356446938,0.384,0.264,0.24132255835131827
Mtap1b,1.1885407816822335e-5,-0.4416151017939709,0.253,0.36,0.24959356415326905
Slc24a2,1.2325905140314203e-5,-0.28926325863371527,0.058,0.131,0.2588440079465983
Reep5,1.265260635185442e-5,-0.3529570668229871,0.686,0.768,0.2657047333889428
Gm12216,1.2975164804601291e-5,0.27963559060347437,0.111,0.037,0.27247846089662714
Psma3,1.3401843944483263e-5,0.2856617543221689,0.702,0.593,0.2814387228341485
3110035E14Rik,1.4091541013786665e-5,-0.3760473961094488,0.07,0.146,0.29592236128952
Selm,1.4212009640495405e-5,-0.3731847691211183,0.524,0.617,0.2984522024504035
Opcml,1.4229004754035058e-5,-0.34262965790004507,0.118,0.212,0.29880909983473625
Gas7,1.5129724760767659e-5,-0.2743726827844253,0.121,0.217,0.3177242199761208
Mapk8ip1,1.555819293190651e-5,-0.3456756781504774,0.194,0.299,0.3267220515700367
Fam165b,1.6270636457852006e-5,-0.3243192174672286,0.265,0.383,0.34168336561489215
Psmd11,1.642302997897278e-5,0.320574655144392,0.533,0.412,0.3448836295584284
Poldip2,1.6530782805232473e-5,-0.32260703673655744,0.186,0.294,0.34714643890988195
Ifitm3,1.6623014893092385e-5,-0.6052963500767621,0.12,0.205,0.3490833127549401
Myl12b,1.6674730359845258e-5,-0.3256953271245653,0.303,0.425,0.3501693375567504
Zfyve21,1.7426220885699995e-5,0.2892403917761852,0.598,0.462,0.3659506385996999
Cox7a2l,1.7473157137892657e-5,-0.2865675070870002,0.661,0.733,0.3669362998957458
Abi2,1.752944899195802e-5,-0.328279520284393,0.131,0.227,0.36811842883111845
Gng2,1.758706713539799e-5,-0.26898977898606125,0.075,0.153,0.3693284098433578
Nsg2,1.775020408624213e-5,-0.43791813925387735,0.118,0.205,0.3727542858110847
Cdk2ap2,1.8429597607531646e-5,-0.26105745997960383,0.243,0.365,0.38702154975816455
Dda1,1.8654464357049836e-5,-0.2975615602232813,0.138,0.237,0.3917437514980466
Zfr,1.8906553101164395e-5,-0.35887603514740585,0.32,0.43,0.3970376151244523
Ttc3,1.931121021297545e-5,-0.3640580072685413,0.553,0.652,0.4055354144724844
Phkg1,1.9944635625062574e-5,0.30911835441231605,0.307,0.19,0.41883734812631407
9430020K01Rik,2.00349405735768e-5,-0.38273778494582,0.04,0.101,0.4207337520451128
Zcchc17,2.0481549247715342e-5,-0.418655090849688,0.339,0.435,0.43011253420202217
Egfl7,2.1270570158938354e-5,-0.5427844096260522,0.065,0.138,0.44668197333770543
Fus,2.140304957033887e-5,0.31628748413370467,0.697,0.588,0.4494640409771163
Gnb4,2.284961613922678e-5,-0.29491129546870626,0.053,0.121,0.4798419389237624
Usp2,2.3109287956322065e-5,0.41259352462196197,0.36,0.254,0.48529504708276333
Basp1,2.3149291107401712e-5,-0.5517933704464832,0.121,0.205,0.48613511325543596
Ccl27a,2.3379233414862224e-5,-0.45525049803655815,0.174,0.269,0.4909639017121067
Gtf2h5,2.431211183204252e-5,-0.3084991702651507,0.466,0.558,0.5105543484728929
Abcb9,2.44040800043267e-5,0.3420233230810181,0.479,0.351,0.5124856800908607
Cby1,2.477494130953714e-5,-0.2899321900138442,0.239,0.358,0.52027376750028
Ctbp1,2.4957379764691297e-5,-0.2669761822303553,0.128,0.222,0.5241049750585173
Sv2b,2.5146974183835874e-5,-0.31948380249559527,0.085,0.165,0.5280864578605533
Tril,2.5365384732455108e-5,0.36322279664191526,0.541,0.437,0.5326730793815573
Phlda1,2.542219438837972e-5,-0.269777089040288,0.07,0.146,0.5338660821559741
Rab9,2.591815868752567e-5,0.32023234826563085,0.602,0.477,0.5442813324380391
Ywhab,2.6182969197654086e-5,-0.3931647221886104,0.269,0.365,0.5498423531507358
Mrps35,2.6487436480820524e-5,-0.2594350967774141,0.074,0.151,0.556236166097231
Gm10076,2.6766342243967467e-5,-0.3581048665672619,0.288,0.393,0.5620931871233168
Ndn,2.67997197699471e-5,-0.4036506905609887,0.148,0.242,0.5627941151688891
Cbfb,2.7182755313227638e-5,-0.25344530200283555,0.054,0.121,0.5708378615777804
Ccdc88a,2.776474336143394e-5,0.35419157539304247,0.627,0.519,0.5830596105901127
Ssbp2,2.7765540469093456e-5,0.36488289262834384,0.462,0.36,0.5830763498509626
Neurod6,2.7766225093293293e-5,-0.32767747512254375,0.088,0.168,0.5830907269591592
Mpv17l2,2.7895926389090215e-5,-0.27276055767328566,0.045,0.109,0.5858144541708945
Lmcd1,2.8765029791533806e-5,0.30065903416062323,0.408,0.277,0.6040656256222099
Abcb8,2.915949311541272e-5,0.37029371491274515,0.184,0.096,0.6123493554236671
Caprin1,2.9484175034979753e-5,-0.2882572808737057,0.15,0.252,0.6191676757345748
Izumo4,3.05838858803683e-5,0.36581036669217654,0.238,0.141,0.6422616034877342
Csnk1a1,3.165217570390776e-5,-0.3191792495550829,0.349,0.467,0.664695689782063
Cspp1,3.1722450877802927e-05,0.36142200369142335,0.214,0.119,0.6661714684338614
Tom1l1,3.212338252663814e-5,0.40230397283737185,0.26,0.16,0.674591033059401
Atp6v1f,3.343933318392071e-5,-0.2693163032948971,0.681,0.743,0.7022259968623349
Yipf4,3.4959153934766174e-5,-0.27232939797791694,0.065,0.136,0.7341422326300897
Erh,3.658849298608093e-5,-0.35622575185614114,0.653,0.721,0.7683583527076995
Atp13a4,3.683900547583055e-5,0.3111718290851627,0.138,0.059,0.7736191149924415
Nudc,3.8113594454595804e-5,-0.3144287474679497,0.345,0.457,0.8003854835465118
Fbxo44,3.858586316062127e-5,0.37021713021979075,0.439,0.323,0.8103031263730467
Ndufa3,3.8985229991822333e-5,-0.2814570649350272,0.607,0.699,0.818689829828269
Prpf19,3.9206037868259246e-5,0.3431437970010558,0.499,0.395,0.8233267952334442
Atp1a1,3.938601691003155e-5,-0.25442999474851735,0.149,0.247,0.8271063551106624
Cept1,4.12644271214496e-5,0.3972329511443664,0.265,0.168,0.8665529695504416
Oat,4.191179669104842e-5,0.3330295550862421,0.69,0.593,0.8801477305120168
Churc1,4.202228140384517e-5,0.3499680903572978,0.363,0.262,0.8824679094807486
Rab6a,4.2443122870882624e-5,-0.3918508960228537,0.282,0.385,0.8913055802885351
Mars,4.349180988474622e-5,0.33726648424774,0.185,0.099,0.9133280075796707
Taz,4.3935525534852085e-5,0.35077360062672236,0.317,0.212,0.9226460362318938
Tef,4.398254330547754e-5,0.3651368438424709,0.34,0.24,0.9236334094150284
Fabp3,4.4038172740817846e-5,-0.357074272410126,0.143,0.235,0.9248016275571748
Mmd,4.43490407490226e-5,-0.2611149434672043,0.109,0.195,0.9313298557294746
Chd3,4.5925900924187424e-5,-0.26826947430341247,0.103,0.185,0.964443919407936
Snapc5,4.62737892006556e-5,-0.2864296736688292,0.369,0.486,0.9717495732137676
Nwd1,4.670125321134652e-5,0.31160157758341195,0.159,0.074,0.980726317438277
Lrrc8a,4.689598820228384e-5,-0.395547566710592,0.202,0.299,0.9848157522479607
Cyba,4.748409423772725e-5,-0.2907232299882915,0.063,0.131,0.9971659789922722
Sat1,4.7949380613283645e-5,-0.3294291672774614,0.776,0.812,1
Ttc14,4.8298654685826836e-5,0.3585268758903175,0.457,0.363,1
Sec61b,4.906195518876327e-5,-0.3195653975006103,0.432,0.526,1
Anapc11,4.9366947318366825e-5,-0.2898162679164116,0.478,0.588,1
Rad23b,4.962951017524991e-5,-0.2829095794002122,0.128,0.217,1
Gpx1,4.98783999020722e-5,-0.3328506691283387,0.198,0.299,1
1810058I24Rik,5.086898657606664e-5,-0.347553732970028,0.378,0.486,1
Myl9,5.1372434284600966e-5,-0.424717715085031,0.059,0.123,1
Slc39a1,5.235499362762509e-5,-0.35118901060389957,0.104,0.185,1
Rabggtb,5.249802371027708e-5,0.370988457685161,0.31,0.212,1
Mprip,5.421731540427496e-5,-0.30537844685316173,0.128,0.215,1
Trip11,5.5299136219402186e-5,0.33190693989963305,0.254,0.156,1
Arpc5,5.5958866278422424e-5,-0.30283953117380247,0.242,0.351,1
Dcxr,5.6447526069905516e-5,0.2970373406129252,0.288,0.178,1
Stxbp1,5.65257496220386e-5,-0.5127751470865728,0.18,0.269,1
Echs1,5.749542609243786e-5,0.30448106731625413,0.598,0.484,1
Rgs4,6.0560476569845046e-5,-0.521155277056147,0.13,0.21,1
E130102H24Rik,6.289253718829086e-5,0.31840336464432145,0.133,0.059,1
Fxc1,6.34429988168811e-5,-0.2579053507144796,0.235,0.346,1
Ncan,6.34562706578222e-5,-0.41899320812345864,0.467,0.563,1
Mobp,6.40549291326353e-5,-1.911434698053012,0.086,0.158,1
Gdi2,6.406948772667723e-5,0.3384568954674225,0.613,0.528,1
Homer1,6.555372819889551e-5,-0.27093606235589796,0.085,0.16,1
Btd,6.622857770203877e-5,0.30215698470630736,0.273,0.165,1
Ptma,6.675361319591779e-5,-0.47475846870561744,0.89,0.901,1
Ywhaq,6.949866333036459e-5,-0.3499678736484082,0.678,0.748,1
Sall3,7.011755707096467e-5,0.28337401403239415,0.185,0.096,1
Nsg1,7.030510922076192e-5,-0.30016151241300804,0.19,0.294,1
G6pc3,7.27926395469978e-5,0.29366148289252014,0.38,0.257,1
0610031J06Rik,7.293557306728418e-5,0.3094384925938478,0.456,0.348,1
Spna2,7.450019622700111e-5,-0.2962452618534726,0.141,0.23,1
Tpm4,7.728383580183563e-5,-0.46851940159661054,0.076,0.146,1
Prkacb,7.9134320561887085e-05,-0.28918071991517297,0.133,0.222,1
Nt5c2,7.920576189485813e-5,0.36100195472156227,0.232,0.136,1
Lass4,8.367376359069702e-5,0.3019643261385365,0.244,0.151,1
Gm9925,8.377384694345356e-5,0.2768814030057901,0.12,0.049,1
Cln3,8.604842410674893e-5,0.2538411026305434,0.158,0.077,1
Luzp1,8.796139512408005e-5,-0.26074424678628016,0.143,0.235,1
Ssna1,8.912142666751113e-5,-0.32249713774129674,0.228,0.328,1
Acat3,9.067788126454541e-5,0.25234257633630525,0.129,0.054,1
Thoc7,9.308824349922602e-5,-0.27207102968671015,0.287,0.398,1
Cacnb4,9.649340869831582e-5,-0.2763076375511271,0.105,0.185,1
Plekho2,9.67257234337895e-5,0.3278284398204652,0.176,0.094,1
Ptpmt1,9.698160151602946e-5,-0.29432986075185186,0.227,0.333,1
Pygm,9.793254107180636e-5,0.3123925888018493,0.237,0.141,1
Lmf1,1.0058703916236217e-4,0.27150445498906217,0.16,0.079,1
Higd2a,1.0290409208419575e-4,-0.2519711572713099,0.661,0.723,1
Denr,1.0800783646393013e-4,-0.25045004421087846,0.275,0.39,1
Laptm4b,1.0821529457017314e-4,0.35965364569080294,0.37,0.272,1
Stmn2,1.0835216668078493e-4,-0.662414720857653,0.264,0.348,1
Rnf5,1.088796540423364e-4,0.2878362419277165,0.473,0.365,1
Pdlim2,1.1046523779779222e-4,-0.49335491480192856,0.05,0.109,1
Tmem147,1.10695014163237e-4,-0.27142253864363997,0.497,0.585,1
Lpcat3,1.1165831895435524e-4,0.35175833645887256,0.283,0.185,1
Slc16a2,1.1371387083369521e-4,-0.3225337052295359,0.101,0.18,1
Pkig,1.1959899282086765e-4,-0.34003981221487967,0.155,0.24,1
Add3,1.1975191690351508e-4,0.31864967593073557,0.509,0.405,1
Ssb,1.2260574696399662e-4,0.3176976205669495,0.552,0.454,1
Arf3,1.2432064338135644e-4,-0.4520190632694424,0.2,0.284,1
Cnp,1.282681372148558e-4,-1.0705113211948905,0.517,0.588,1
Rdx,1.289939810034131e-4,-0.28392445300292923,0.204,0.299,1
Acyp2,1.3415747813597182e-4,0.34191674290059115,0.33,0.235,1
Gltp,1.3415838242000137e-4,-0.5794073528518656,0.109,0.18,1
Ppp3cb,1.3819879673394745e-4,-0.27240421541837895,0.114,0.198,1
AI480526,1.3855060735352103e-4,0.3315598198333162,0.217,0.131,1
Pdlim5,1.391733685916732e-4,0.25185198985249935,0.145,0.069,1
Eif5,1.4056480954411298e-4,-0.2924062826487709,0.24,0.338,1
Ndufs6,1.4383620233496502e-4,-0.27704885010562474,0.665,0.723,1
Spnb2,1.4688695783646988e-4,-0.4519046236166291,0.36,0.447,1
Hlf,1.4810059842626023e-4,0.30371990988979036,0.389,0.286,1
Ppargc1a,1.4838161011687293e-4,0.2844679005979124,0.36,0.252,1
Gap43,1.496007989319185e-4,-0.45150831625126764,0.202,0.291,1
Bcl11a,1.521915964136967e-4,-0.28628463488657124,0.073,0.138,1
Agl,1.5435747486863054e-4,0.32892012350663624,0.349,0.247,1
Ssr2,1.54625410556941e-4,-0.3066704789957788,0.268,0.373,1
2510006D16Rik,1.5486938991890486e-4,-0.2856306815324663,0.484,0.575,1
Nemf,1.593248187568063e-4,0.34775652770821036,0.22,0.136,1
Serbp1,1.6206204071900757e-4,-0.31103437493169817,0.413,0.494,1
Maged2,1.6251210797697826e-4,0.3047977633258603,0.31,0.207,1
Aldh7a1,1.70333862458633e-4,0.2895787894140518,0.558,0.437,1
Mrpl9,1.8045052005984097e-4,0.29961073820773615,0.222,0.133,1
Mro,1.8222437047670168e-4,0.30250678510707274,0.342,0.235,1
Dnajc3,1.8544477236043675e-4,-0.2643012994155869,0.119,0.198,1
Galntl4,1.86568632823386e-4,0.3176683716804587,0.17,0.094,1
Ap2m1,1.871240562563227e-4,-0.32003097992106344,0.527,0.598,1
Ppp1ca,1.8947388760450108e-4,-0.30188624424198673,0.519,0.59,1
Fmo1,1.8966363653648272e-4,-0.3063395035634184,0.054,0.111,1
Apbb1,1.9020956463272775e-4,-0.31566388501961473,0.322,0.407,1
Dtymk,1.905146614349648e-4,-0.2594716293483246,0.195,0.291,1
BC016495,1.975859522851005e-4,0.2626857546969503,0.119,0.052,1
Cdh10,1.9936119507315455e-4,0.387583935086273,0.215,0.136,1
Rab10,2.0117168652437754e-4,-0.29121198383419045,0.32,0.425,1
Stmn4,2.063694923043391e-4,-0.5080395917021518,0.232,0.311,1
Ccdc12,2.0737748266732396e-4,-0.2909317699155416,0.327,0.427,1
Dnajc5,2.089689397257144e-4,-0.3610456867011729,0.239,0.326,1
Hsd17b11,2.1169030017439999e-4,0.31276558494970674,0.275,0.18,1
Psmc5,2.127546592335213e-4,0.2980178814900214,0.594,0.494,1
Fuca2,2.1762932939578807e-4,0.33844269579472674,0.242,0.156,1
Pigyl,2.191026039545965e-4,-0.27505902967635,0.374,0.486,1
Gamt,2.2568271239892425e-4,-0.31188790681632894,0.08,0.148,1
Acot7,2.2670427908647172e-4,-0.300375382762344,0.178,0.267,1
Atp8a1,2.2686114374913949e-4,-0.2578750651930256,0.135,0.22,1
Bex2,2.283972833607968e-4,-0.44809795906494987,0.388,0.467,1
Ppp2ca,2.2938398121491265e-4,-0.33298638025296157,0.232,0.323,1
Cs,2.330031249333142e-4,0.29540946100184196,0.372,0.267,1
Acat1,2.3380547685596494e-4,0.26894205606207033,0.504,0.407,1
Stx1a,2.3387789172699895e-4,-0.4185591895612023,0.138,0.215,1
Camk2b,2.3729296473156645e-4,-0.33584848072240214,0.13,0.207,1
Vwa1,2.3927214853709954e-4,-0.3460669311762755,0.061,0.121,1
Arl8b,2.4236814361807365e-4,-0.260693366848327,0.168,0.259,1
Actr10,2.489142746643757e-4,0.3274015746121145,0.393,0.301,1
Gm16738,2.532684018952686e-4,0.2618263259302604,0.121,0.054,1
Mtch2,2.5333592125342417e-4,0.26159445754528754,0.613,0.526,1
Pfkp,2.5747866743367273e-4,0.29273685929519266,0.486,0.398,1
Sat2,2.579741445151551e-4,0.3029645521065541,0.203,0.121,1
Pfkl,2.626596689039443e-4,0.2826365094575649,0.374,0.267,1
Erp29,2.651860387250625e-4,-0.2965599659843312,0.359,0.464,1
Ncald,2.678428969346118e-4,-0.40616503018683403,0.203,0.281,1
Copb1,2.69012792840247e-4,0.3128050934597688,0.223,0.136,1
Cyfip2,2.712695094361868e-4,-0.2873252985346676,0.119,0.195,1
Rbmx,2.7485642539506225e-4,0.27826796746343074,0.213,0.123,1
Fdx1l,2.753971896570344e-4,-0.2692941587752675,0.168,0.254,1
Angptl4,2.7794979061609846e-4,0.2643235322121307,0.145,0.072,1
Leprot,2.7865298811565104e-4,-0.2944836604229075,0.131,0.21,1
Hsdl2,2.80924038869856e-4,0.3134208127475937,0.442,0.336,1
Mllt11,2.8133868155124183e-4,-0.5961168153638745,0.208,0.284,1
Ldha,2.8800282702680586e-4,-0.2784741368350532,0.661,0.706,1
Snx32,3.0797900619090657e-4,0.3016191658170505,0.304,0.212,1
Itm2a,3.1024510058527623e-4,-1.4309846646483528,0.066,0.123,1
Mtap1a,3.116412007458105e-4,-0.2821863100261265,0.196,0.284,1
Thra,3.1648648012695923e-4,-0.4473016389478375,0.293,0.368,1
Yipf3,3.173517176905669e-4,-0.2716575286062667,0.255,0.351,1
Aldh2,3.301362001614772e-4,-0.35428901121545775,0.392,0.467,1
1810074P20Rik,3.311736371155937e-4,0.2978998109617841,0.237,0.151,1
Dbx2,3.3203300147089233e-4,0.2708481620862333,0.524,0.41,1
Slc6a17,3.339973884906065e-4,-0.25717201612111434,0.089,0.158,1
Ppil6,3.462454928850094e-4,-0.3018329297474893,0.14,0.22,1
Polr2j,3.4970772706982545e-4,-0.27191827611901354,0.315,0.412,1
Tnrc6a,3.540865037150573e-4,0.2584876128644006,0.288,0.19,1
Tpp1,3.585255870905821e-4,0.2882212688493744,0.428,0.328,1
Ppp3r1,3.7679095050525697e-4,-0.5154759057260984,0.2,0.272,1
Prelid1,3.78500002950585e-4,-0.2636930899738651,0.214,0.311,1
Las1l,3.8918245185374394e-4,0.3483894982805267,0.243,0.158,1
Ostf1,3.9324984314756997e-4,-0.27377819314566565,0.073,0.133,1
Ctso,3.9668722061102896e-4,0.32945952598614525,0.395,0.296,1
Hibch,0.00040273042506841017,0.2666435752267883,0.194,0.114,1
Cfl2,4.0280128618166945e-4,-0.27298974647491214,0.255,0.346,1
Slc17a7,4.055291187838548e-4,-0.4518339816530951,0.151,0.225,1
Sema4a,4.1078826046256025e-4,0.27990879167637983,0.171,0.096,1
A030009H04Rik,4.116385968094611e-4,-0.32822864074500546,0.145,0.225,1
Atic,4.169462118789483e-4,0.2849935232501945,0.145,0.077,1
Rab6b,4.3431877294771473e-4,-0.2953363047831681,0.164,0.244,1
Kcnj10,4.41026949698733e-4,-0.29738098416455583,0.299,0.388,1
Daam2,4.443254382518598e-4,0.3141970352591027,0.328,0.235,1
Grhpr,4.4484944770542995e-4,0.30012137636392017,0.224,0.143,1
Igsf8,4.4622960628061477e-4,-0.26387408823416314,0.209,0.296,1
Ccnh,4.5377146142501853e-4,0.319405054332337,0.32,0.23,1
Elavl3,4.6113016400230254e-4,-0.3089846838589244,0.166,0.244,1
Sult4a1,4.746919467089079e-4,-0.2504620816069888,0.126,0.202,1
Cct4,4.798699691580045e-4,0.31392394681890123,0.404,0.321,1
Cltc,4.8014327659487676e-4,-0.28121349371613613,0.344,0.435,1
Gle1,4.859114150462765e-4,0.3001319617107464,0.238,0.156,1
Sox5,4.863113570757015e-4,0.25453218012317513,0.287,0.188,1
Dctn3,4.926316325506249e-4,-0.28173248110878446,0.596,0.644,1
Lgi1,5.221860189575923e-4,0.31684254561665137,0.213,0.136,1
Nrn1,5.255621673697461e-4,-0.29591439949192877,0.17,0.252,1
Pgk1,5.310215655014756e-4,0.250126459641157,0.757,0.686,1
Rtn4,5.351684551522297e-4,-0.4022474471343893,0.332,0.4,1
Tmbim6,5.405639805002402e-4,-0.2615401112754858,0.772,0.825,1
Pcdh17,5.524908066147119e-4,-0.29622349484485633,0.282,0.385,1
Haghl,5.538391847528935e-4,0.324084772010518,0.521,0.447,1
Pias1,5.551735687650914e-4,0.30992807128622935,0.249,0.165,1
Ccdc132,5.552142174651239e-4,0.3404875723924091,0.25,0.175,1
Psip1,5.654785372151298e-4,-0.2757668085377088,0.146,0.225,1
Spry2,5.679016554445039e-4,-0.4855558553134136,0.232,0.309,1
Nfia,5.894563753030375e-4,-0.2893370147836294,0.527,0.602,1
Enc1,6.020865204117077e-4,-0.2547403377013139,0.093,0.158,1
Lin7b,0.00060340408071576175,-0.3418317155097665,0.116,0.185,1
Ccdc53,6.117031875017049e-4,0.2935145527195602,0.243,0.163,1
Hdac7,6.279198912003528e-4,0.2847134073022174,0.128,0.067,1
Ramp2,6.429430901889265e-4,-0.5526680677209788,0.11,0.173,1
Snrpd2,6.482383529338175e-4,-0.27464910248084373,0.388,0.464,1
Rprm,6.567827269417506e-4,-0.616587143078963,0.088,0.151,1
Snx5,6.894635151423462e-4,-0.2825459639129255,0.203,0.286,1
Mal,6.899635346996521e-4,-1.3446616419266173,0.051,0.101,1
Trps1,6.943867325237243e-4,0.2694085787801356,0.352,0.254,1
Crlf3,7.057173083709092e-4,0.27289457625418667,0.179,0.106,1
Pomp,7.065930294883445e-4,-0.2532439465550933,0.643,0.711,1
Cyr61,7.182734179293483e-4,-0.7706040134706609,0.264,0.341,1
Dennd5a,7.289963054319677e-4,-0.2606985889476896,0.15,0.23,1
Chd9,7.45536943732568e-4,0.2887063914888617,0.243,0.163,1
Rab34,7.507724462056805e-4,-0.2511640538902131,0.279,0.37,1
Cpt2,7.622239676266228e-4,0.2727334615915159,0.165,0.094,1
Rrbp1,7.727001569772689e-4,-0.2666223138926046,0.146,0.222,1
Sbds,7.73019102895553e-4,0.2775676372087721,0.436,0.348,1
Abhd14b,7.739102054463086e-4,0.32423651176633106,0.328,0.242,1
Psmd14,7.955537991738126e-4,0.289810558432423,0.337,0.252,1
Spag9,8.672651639675018e-4,0.2900825599063117,0.452,0.363,1
Crym,8.838766640209594e-4,-0.3025634085766183,0.094,0.158,1
Gm11713,9.24758435691228e-4,0.30418166641263045,0.208,0.131,1
D4Wsu53e,9.26955698102089e-4,-0.25192603258026103,0.423,0.511,1
Nrsn1,9.307949773171691e-4,-0.3379586970541302,0.153,0.225,1
Suclg2,9.460527493071507e-4,0.272341146788575,0.29,0.198,1
Pmpcb,9.580945038887831e-4,0.2584470008355605,0.243,0.163,1
Nfasc,0.0010113269608489433,-0.5733648653978781,0.084,0.146,1
Bcan,0.0010160825460192426,-0.293019575395832,0.761,0.785,1
Ly6h,0.0010182019820900773,-0.434749984211083,0.134,0.2,1
Tomm5,0.0010395065766580832,-0.26940906741886805,0.427,0.519,1
Ank3,0.0010396609345577391,-0.2666773572873561,0.104,0.17,1
Sgip1,0.0010523090000611965,0.3266080902547699,0.379,0.294,1
Pax6,0.001055044031537848,0.3219528887261518,0.407,0.311,1
Ech1,0.0010920735710788468,0.2845942086351847,0.606,0.536,1
Krcc1,0.001102444597398214,-0.25022389917615073,0.238,0.328,1
Mad2l2,0.0011055748987619605,-0.2617890183385247,0.095,0.156,1
Dld,0.0011110338344444866,0.28967475288946887,0.318,0.232,1
Tubb3,0.001118537268799281,-0.3390647170458543,0.199,0.274,1
Nell2,0.001125335768694189,-0.3419291937422698,0.113,0.175,1
Gpc6,0.0011692343984356407,0.28565009798959906,0.235,0.156,1
Kcna1,0.0011865757570999145,-0.32126985513489437,0.08,0.138,1
Rbfox1,0.001191952243179603,-0.3658335258307244,0.103,0.163,1
Nfix,0.0011920035831605212,-0.325852428204209,0.31,0.388,1
