gene,cell_type,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Tbc1d16,Oligo,8.707140019171334e-13,-0.3467228603691383,0.109,0.264,1.82849940402598e-8
C630043F03Rik,Oligo,9.608469863621276e-13,-0.38398960428342827,0.088,0.234,2.017778671360468e-8
Carns1,Oligo,9.829251795099224e-13,-0.2624791403542519,0.051,0.176,2.064142876970837e-8
Ephb1,Oligo,9.853182664390503e-13,-0.33611351277080015,0.238,0.463,2.0691683595220057e-8
Erbb3,Oligo,1.0697149136367502e-12,-0.35658362764180573,0.138,0.311,2.2464013186371755e-8
Tmx4,Oligo,1.0716254515176334e-12,-0.35828442892984186,0.101,0.255,2.25041344818703e-8
Mid1ip1,Oligo,1.1567207357160771e-12,0.6032816819838132,0.721,0.672,2.429113545003762e-8
Bcap31,Oligo,1.1733117603044861e-12,0.5427284788471118,0.666,0.622,2.4639546966394208e-8
Hsd17b7,Oligo,1.1938911212718918e-12,-0.31950038554964244,0.086,0.232,2.507171354670973e-8
Gng3,Oligo,1.5649358054515556e-12,-0.4085376202649153,0.109,0.264,3.286365191448267e-8
Odz4,Oligo,1.7994971636645321e-12,-0.32508478806362884,0.059,0.184,3.778944043695518e-8
Sys1,Oligo,1.8657148865276287e-12,-0.33061050562773586,0.159,0.343,3.9180012617080206e-8
Hn1l,Oligo,1.8970365166394103e-12,-0.25994297664229027,0.04,0.154,3.9837766849427616e-8
Slc25a11,Oligo,2.0577592939014973e-12,-0.334830583934956,0.219,0.425,4.3212945171931446e-8
Adipor1,Oligo,2.1297572475460847e-12,-0.2691057285154742,0.214,0.434,4.472490219846778e-8
Iffo1,Oligo,2.219144022100769e-12,-0.31591519665728823,0.115,0.275,4.6602024464116156e-8
U2af1,Oligo,2.3526331639823412e-12,0.514129715340965,0.691,0.64,4.9405296443629165e-8
Parm1,Oligo,2.369930451875285e-12,-0.2894760077547401,0.115,0.279,4.976853948938099e-8
Rap1gds1,Oligo,2.418440510600659e-12,-0.3272410158254184,0.169,0.356,5.078725072261384e-8
Camk1,Oligo,2.4700691061751194e-12,-0.32088128636220725,0.092,0.242,5.1871451229677507e-8
Pdcd4,Oligo,2.604019601088778e-12,-0.3007419701563423,0.041,0.154,5.468441162286434e-8
Coasy,Oligo,2.771957062583449e-12,-0.29042097229879815,0.161,0.348,5.821109831425243e-8
Srsf3,Oligo,2.8718580143185783e-12,0.6793668835837123,0.517,0.434,6.030901830069015e-8
Kdm6b,Oligo,2.90998544536993e-12,-0.32944395607527316,0.035,0.14,6.110969435276853e-8
Cdk12,Oligo,2.927372878101198e-12,-0.29459716395914437,0.052,0.174,6.147483044012517e-8
Prom1,Oligo,3.0028202749415607e-12,-0.37386340142815044,0.029,0.129,6.305922577377277e-8
Pcolce2,Oligo,3.1660253315683493e-12,0.5289582380758205,0.138,0.026,6.648653196293534e-8
Cd81,Oligo,3.2504465807145116e-12,-0.2895788800239112,1,1,6.825937819500474e-8
Cct7,Oligo,3.453924712435834e-12,0.48852207646981594,0.707,0.678,7.253241896115252e-8
Enpp2,Oligo,3.547837784783428e-12,0.2800652903288863,0.992,0.994,7.450459348045199e-8
Gprc5b,Oligo,3.9500908936569625e-12,0.5389748346739651,0.62,0.556,8.295190876679621e-8
Patz1,Oligo,4.283236910925613e-12,-0.2852530002421241,0.09,0.234,8.994797512943787e-8
Herpud2,Oligo,5.381695795504129e-12,-0.2794170047712118,0.078,0.215,1.130156117055867e-7
Pdcd5,Oligo,5.808031412444754e-12,-0.38746676546269865,0.407,0.635,1.2196865966133983e-7
Ppp1cb,Oligo,6.0201580123991285e-12,-0.2942965311741549,0.223,0.434,1.264233182603817e-7
1810058I24Rik,Oligo,6.2503159908659616e-12,-0.3681076604520286,0.499,0.757,1.312566358081852e-7
Srp19,Oligo,6.469499164945575e-12,-0.3837133951069096,0.417,0.652,1.3585948246385708e-7
Wtap,Oligo,6.9820575425962085e-12,-0.3634538908625516,0.059,0.18,1.4662320839452038e-7
Tubb3,Oligo,7.50085683696656e-12,0.8389612105018895,0.517,0.403,1.5751799357629776e-7
Poldip2,Oligo,8.317537538430673e-12,-0.2909311718030612,0.123,0.287,1.7466828830704412e-7
Ncor2,Oligo,8.644977910523674e-12,-0.33731100464963676,0.132,0.292,1.8154453612099716e-7
Gng5,Oligo,8.760749266800074e-12,-0.4027067254051697,0.421,0.663,1.8397573460280155e-7
Gabarapl2,Oligo,1.0278965452804762e-11,0.3183558835858453,0.925,0.946,2.158582745089e-7
Pls1,Oligo,1.2683334301000962e-11,0.6406660562845927,0.39,0.258,2.663500203210202e-7
Peli1,Oligo,1.2811246358242457e-11,-0.29774668305386803,0.11,0.262,2.6903617352309157e-7
Aatk,Oligo,1.3325247324082789e-11,-0.4051775947014713,0.435,0.667,2.7983019380573855e-7
Guk1,Oligo,1.352186629290438e-11,-0.3159866462654817,0.371,0.637,2.83959192150992e-7
Edf1,Oligo,1.3812067655556684e-11,-0.32416144300386707,0.703,0.893,2.900534207666904e-7
Hn1,Oligo,1.5970334997985654e-11,-0.2976937273857884,0.091,0.232,3.353770349576987e-7
Ube2d3,Oligo,1.6634926243882253e-11,-0.3651901229803527,0.376,0.616,3.493334511215273e-7
Slc39a1,Oligo,1.744769096504863e-11,-0.4641575878268551,0.096,0.232,3.6640151026602126e-7
Sec14l1,Oligo,1.8335268304576985e-11,-0.2935043938597208,0.129,0.288,3.850406343961167e-7
Inpp5f,Oligo,1.865925099091806e-11,-0.4027792354361234,0.248,0.444,3.918442708092793e-7
Fbxo8,Oligo,1.9028513788969023e-11,-0.2967940282803605,0.169,0.348,3.995987895683495e-7
Ctsl,Oligo,1.992931677972717e-11,-0.587213472629087,0.513,0.742,4.1851565237427053e-7
Myef2,Oligo,2.0931357138548333e-11,-0.32511247764996126,0.072,0.199,4.39558499909515e-7
Rab5a,Oligo,2.1354106155239785e-11,-0.2853291358415757,0.143,0.315,4.484362292600355e-7
Jarid2,Oligo,2.1959099339443097e-11,-0.2521122351057897,0.09,0.23,4.6114108612830504e-7
Hadhb,Oligo,2.4855706754227992e-11,0.6323259789083872,0.408,0.294,5.219698418387878e-7
Dab1,Oligo,2.6639282456175145e-11,-0.4008427148602093,0.073,0.197,5.59424931579678e-7
Ncald,Oligo,2.997611405585194e-11,0.5208449831390194,0.49,0.361,6.294983951728907e-7
Rap2a,Oligo,3.260391911782716e-11,-0.3269568273123998,0.111,0.26,6.846823014743703e-7
Enpp5,Oligo,3.448124746569316e-11,0.5756519812352846,0.455,0.341,7.241061967795564e-7
St8sia3,Oligo,3.5630541603636945e-11,-0.27810827416946876,0.042,0.146,7.482413736763759e-7
Tcf4,Oligo,3.563668518880335e-11,-0.3161220288499118,0.584,0.826,7.483703889648704e-7
Atp1b3,Oligo,3.929749325922213e-11,0.5268870805956647,0.642,0.569,8.252473584436646e-7
Ppap2c,Oligo,4.154584319780547e-11,-0.3328893688605026,0.265,0.478,8.724627071539148e-7
Hspd1,Oligo,4.210488666517552e-11,0.5648255324836673,0.547,0.466,8.842026199686858e-7
Slc25a46,Oligo,4.334186274730112e-11,-0.2561164577692777,0.068,0.191,9.101791176933236e-7
Ccdc47,Oligo,4.498171819907869e-11,0.6146365239007953,0.43,0.307,9.446160821806525e-7
Fbxo2,Oligo,4.838543801395111e-11,-0.4044939173829909,0.275,0.478,1.0160941982929733e-6
Psma6,Oligo,5.255024550469e-11,0.5452519732481562,0.55,0.472,1.1035551555984902e-6
Bmp1,Oligo,5.3809164886203576e-11,-0.2604342941464775,0.064,0.182,1.1299924626102751e-6
2700046A07Rik,Oligo,5.498827075134439e-11,-0.2798438584124891,0.064,0.187,1.1547536857782322e-6
Sepp1,Oligo,5.980890973363469e-11,0.7067925420344765,0.605,0.448,1.2559871044063284e-6
Lgmn,Oligo,6.205032029295481e-11,-0.33877254151947866,0.721,0.906,1.303056726152051e-6
Tmem147,Oligo,6.320370133642539e-11,-0.368189742628082,0.57,0.783,1.3272777280649332e-6
Ankrd39,Oligo,6.995791140200733e-11,-0.25440910179955395,0.079,0.21,1.469116139442154e-6
Them4,Oligo,8.530629145044999e-11,-0.2517945655342818,0.121,0.277,1.7914321204594497e-6
2310035C23Rik,Oligo,8.838484098792758e-11,-0.34824912270216096,0.077,0.2,1.8560816607464792e-6
Xpo1,Oligo,8.959005602988897e-11,-0.26988969941259355,0.041,0.142,1.8813911766276684e-6
Eef1g,Oligo,9.00600033463994e-11,0.470357090279786,0.717,0.702,1.8912600702743874e-6
Eif5a,Oligo,9.404460142801276e-11,-0.35471939945539277,0.465,0.695,1.974936629988268e-6
Lsm4,Oligo,9.846341094690082e-11,-0.32434715231096556,0.295,0.511,2.0677316298849173e-6
Sytl2,Oligo,1.0187670182004605e-10,-0.3077138574773085,0.176,0.356,2.139410738220967e-6
Arl4d,Oligo,1.0278860463975295e-10,0.40070913001918435,0.106,0.015,2.1585606974348117e-6
Oxct1,Oligo,1.038008592194166e-10,-0.3567553709213016,0.251,0.449,2.1798180436077485e-6
Tmem144,Oligo,1.0964887366404125e-10,0.38404242278070083,0.098,0.011,2.3026263469448664e-6
March2,Oligo,1.1230168021553953e-10,-0.2632131688702855,0.074,0.2,2.35833528452633e-6
Ptpmt1,Oligo,1.1456980616070457e-10,-0.30910664552315814,0.151,0.313,2.405965929374796e-6
Rnd2,Oligo,1.181699725707756e-10,-0.2652451920074708,0.042,0.144,2.4815694239862875e-6
Ptp4a1,Oligo,1.1863230618085005e-10,-0.34931850147299737,0.394,0.62,2.491278429797851e-6
Fn3k,Oligo,1.229335062946256e-10,0.5626231262091922,0.238,0.109,2.5816036321871376e-6
Scrn1,Oligo,1.3567058104030096e-10,-0.31107086578669785,0.252,0.457,2.8490822018463203e-6
Kank1,Oligo,1.3944919762001691e-10,-0.2763492131567595,0.056,0.167,2.928433150020355e-6
Ndufb7,Oligo,1.438079443546966e-10,0.4123073311826593,0.78,0.768,3.0199668314486284e-6
Gstm6,Oligo,1.4629592910608682e-10,0.40055188549171494,0.098,0.011,3.0722145112278233e-6
Ppp1r9a,Oligo,1.53004215161687e-10,-0.28080776330391705,0.125,0.277,3.213088518395427e-6
Nav1,Oligo,1.6630484602298926e-10,-0.3204190840150499,0.235,0.416,3.4924017664827745e-6
Tmem106b,Oligo,1.7465826384773644e-10,-0.27589296791378487,0.133,0.288,3.667823540802465e-6
Aven,Oligo,1.78232726388596e-10,0.4628874139041536,0.097,0.011,3.742887254160516e-6
S1pr5,Oligo,1.803053793069938e-10,-0.2724662733630129,0.159,0.328,3.7864129654468702e-6
March1,Oligo,1.9148944113269914e-10,0.4295619411568548,0.133,0.032,4.021278263786682e-6
Syf2,Oligo,2.0729379440923235e-10,0.49812888140510925,0.685,0.689,4.353169682593879e-6
Rab6a,Oligo,2.352145837457019e-10,-0.3511621115398027,0.348,0.566,4.93950625865974e-6
Srrm1,Oligo,3.1293149272993647e-10,0.50826056482666,0.586,0.526,6.571561347328666e-6
Ndufb8,Oligo,3.185262364186368e-10,0.35429082720361915,0.822,0.848,6.689050964791372e-6
Sirt7,Oligo,3.573775190415574e-10,-0.26748212535419064,0.124,0.272,7.504927899872705e-6
Mtss1,Oligo,3.680374502830878e-10,-0.3128504068869158,0.137,0.292,7.728786455944843e-6
Zmat2,Oligo,3.7025652248144555e-10,0.5137622875889638,0.605,0.575,7.775386972110357e-6
Sc5d,Oligo,3.918066301119592e-10,-0.33716586664931647,0.422,0.64,8.227939232351144e-6
Ptprd,Oligo,3.9872168400086514e-10,-0.3005975764612714,0.836,0.951,8.373155364018167e-6
Dleu2,Oligo,4.224225806306393e-10,-0.2681196875451029,0.065,0.178,8.870874193243425e-6
Zbtb16,Oligo,4.4218588878949024e-10,0.4000218922493516,0.133,0.034,9.285903664579294e-6
Shroom2,Oligo,5.566151477981526e-10,-0.2700405015521036,0.182,0.354,1.1688918103761206e-5
Ubxn4,Oligo,6.294388234963488e-10,-0.2566966556722775,0.206,0.395,1.3218215293423325e-5
Pcbp1,Oligo,6.392439619818221e-10,-0.29616461311373365,0.35,0.573,1.3424123201618263e-5
Map1lc3a,Oligo,7.60852395865459e-10,-0.3270229819920044,0.26,0.453,1.597790031317464e-5
Cdc42ep2,Oligo,8.25724324716675e-10,-0.3046011348923878,0.662,0.846,1.7340210819050175e-5
Tmem125,Oligo,8.416441494077004e-10,-0.33055106841755566,0.596,0.775,1.7674527137561707e-5
Atpif1,Oligo,8.657411047841115e-10,-0.30150804585828195,0.559,0.777,1.818056320046634e-5
Arid1a,Oligo,9.169507505824763e-10,-0.25815598971623166,0.175,0.345,1.9255965762232004e-5
Vldlr,Oligo,9.296908053303819e-10,-0.27819286784945696,0.252,0.449,1.952350691193802e-5
Twf1,Oligo,9.827548532851363e-10,-0.28539740207996767,0.243,0.434,2.063785191898786e-5
Ubl3,Oligo,1.0157170522704865e-9,-0.394407586050161,0.519,0.743,2.1330058097680215e-5
2900055J20Rik,Oligo,1.0289558855254031e-9,0.49023544083819987,0.174,0.064,2.1608073596033466e-5
Bdh1,Oligo,1.0993742537075784e-9,-0.28390353633738385,0.098,0.225,2.3086859327859148e-5
Clasp2,Oligo,1.117154642516485e-9,-0.4968469645970184,0.266,0.442,2.3460247492846186e-5
Gnas,Oligo,1.1524533594207113e-9,-0.33203398125214245,0.417,0.629,2.4201520547834937e-5
Mtap1b,Oligo,1.2100217491389268e-9,-0.33792926023063674,0.353,0.564,2.5410456731917463e-5
Mrp63,Oligo,1.2566055131524984e-9,-0.2753455531503981,0.272,0.479,2.6388715776202465e-5
Atp6ap2,Oligo,1.2740100739400014e-9,0.4061823567178249,0.671,0.637,2.675421155274003e-5
Pfdn2,Oligo,1.3104758692907214e-9,0.3350720456918126,0.746,0.74,2.751999325510515e-5
9430020K01Rik,Oligo,1.5056717389232453e-9,-0.26555744145519744,0.056,0.159,3.161910651738815e-5
Clcn3,Oligo,1.555162842766061e-9,-0.31878350961228796,0.344,0.554,3.265841969808728e-5
Zfp281,Oligo,1.5866258639822056e-9,-0.26716466254267546,0.171,0.331,3.331914314362632e-5
4632427E13Rik,Oligo,1.639863235224634e-9,0.5991629436433528,0.386,0.275,3.4437127939717315e-5
Mob3b,Oligo,1.6837483303243457e-9,-0.30729752514380787,0.107,0.238,3.535871493681126e-5
Ddx3y,Oligo,1.724145319576665e-9,-0.2565591931897778,0.283,0.489,3.6207051711109964e-5
Impad1,Oligo,1.7374881962041435e-9,-0.2673392753725483,0.173,0.333,3.6487252120287014e-5
Plin4,Oligo,1.7980424720621308e-9,0.30442779911388007,0.065,0,3.775889191330475e-5
Selenbp1,Oligo,1.8169416231498108e-9,0.3910429244500472,0.096,0.015,3.815577408614603e-5
Slc6a6,Oligo,2.0560431019002378e-9,-0.272096754597448,0.294,0.506,4.317690513990499e-5
Pon2,Oligo,2.1684828294411828e-9,-0.26353251239252384,0.394,0.618,4.553813941826484e-5
Eif3g,Oligo,2.1888749983565295e-9,0.4524211304920627,0.578,0.494,4.596637496548712e-5
Cmpk1,Oligo,2.2599305133656677e-9,-0.27299869612547534,0.283,0.483,4.7458540780679025e-5
Gipc1,Oligo,2.3167425442024565e-9,-0.3049444614993393,0.326,0.536,4.8651593428251585e-5
Clu,Oligo,2.3877864563714875e-9,0.7347219462667767,0.293,0.172,5.0143515583801236e-5
Wdr26,Oligo,2.469635543911928e-9,-0.26792680998302093,0.13,0.272,5.1862346422150486e-5
Tnik,Oligo,2.547102987799876e-9,-0.33855813452262284,0.098,0.219,5.34891627437974e-5
Col9a3,Oligo,2.6414245987039635e-9,-0.37872053648435255,0.137,0.273,5.5469916572783235e-5
Mafg,Oligo,2.652577315878884e-9,-0.2583006715689712,0.066,0.172,5.570412363345657e-5
Dynll2,Oligo,2.751379871967425e-9,-0.2525893348747215,0.129,0.272,5.777897731131592e-5
Pam,Oligo,3.225867495493806e-9,-0.290781838052162,0.051,0.148,6.774321740536993e-5
Nrgn,Oligo,3.4810556429065956e-9,-0.4349386825742452,0.151,0.301,7.310216850103851e-5
BC029214,Oligo,3.750571222368464e-9,0.5375175402596711,0.371,0.258,7.876199566973774e-5
Tmem59l,Oligo,3.849494395651018e-9,0.5279152674272038,0.21,0.097,8.083938230867139e-5
Rgnef,Oligo,3.9693031078411185e-9,-0.2709276817587012,0.251,0.442,8.335536526466349e-5
Atp5d,Oligo,4.179706353990445e-9,-0.2967140725117483,0.659,0.861,8.777383343379934e-5
Gyg,Oligo,4.397889683866506e-9,-0.2866967961338429,0.286,0.485,9.235568336119663e-5
Psmb6,Oligo,4.546850759293373e-9,0.3234952835429894,0.859,0.882,9.548386594516084e-5
Tex264,Oligo,4.732621948869791e-9,-0.2812156969361992,0.335,0.543,9.938506092626562e-5
Psmc5,Oligo,4.779158083258327e-9,0.4273821208897268,0.591,0.534,1.0036231974842487e-4
Atox1,Oligo,4.977884079656986e-9,-0.3106856494424739,0.499,0.725,1.045355656727967e-4
Timm8b,Oligo,5.182975265142475e-9,-0.3005175046044142,0.596,0.803,1.0884248056799199e-4
Taf11,Oligo,5.318309303418655e-9,-0.251543488865164,0.225,0.408,1.1168449537179176e-4
Psma2,Oligo,6.263083462961391e-9,0.3591798152256618,0.71,0.691,1.315247527221892e-4
Tpm1,Oligo,6.3906567645785104e-9,-0.2522536832875054,0.226,0.404,1.3420379205614873e-4
Hepacam,Oligo,6.725119529437167e-9,0.5668499900014985,0.386,0.285,1.412275101181805e-4
Apc,Oligo,6.837694941499e-9,-0.29371836420543285,0.215,0.384,1.43591593771479e-4
Mrpl48,Oligo,6.9454464591267944e-9,0.44679630372448353,0.619,0.584,1.458543756416627e-4
Rassf2,Oligo,7.136006087551457e-9,0.4895356005763515,0.196,0.088,1.498561278385806e-4
Gabarap,Oligo,8.071297597644294e-9,0.29531034807638434,0.902,0.925,1.6949724955053018e-4
1110003E01Rik,Oligo,8.138005744420765e-9,-0.30087302843713015,0.641,0.83,1.7089812063283608e-4
Faim,Oligo,8.26322643945796e-9,-0.28363325082833013,0.238,0.418,1.7352775522861715e-4
Mllt11,Oligo,8.348347750980317e-9,-0.3536164226418186,0.191,0.348,1.7531530277058665e-4
Actg1,Oligo,8.847187525840902e-9,0.30720455306527183,0.923,0.934,1.8579093804265895e-4
H2-Ke2,Oligo,9.260216162126137e-9,0.49094768870099736,0.556,0.513,1.944645394046489e-4
Sparcl1,Oligo,1.0809079350958829e-8,0.616023408211218,0.29,0.17,2.2699066637013542e-4
Ddx17,Oligo,1.0999809836717048e-8,-0.2529256301867635,0.16,0.305,2.30996006571058e-4
Unc50,Oligo,1.1270555056814254e-8,-0.276588352479906,0.422,0.644,2.3668165619309935e-4
Ypel2,Oligo,1.1294542820002768e-8,-0.2855346372135765,0.416,0.622,2.3718539922005813e-4
Tmem208,Oligo,1.2472534827363344e-8,-0.2527489010978796,0.363,0.584,2.6192323137463024e-4
Prkcdbp,Oligo,1.2944383089445216e-8,0.48191904124286244,0.148,0.054,2.718320448783495e-4
Jun,Oligo,1.4693142266018693e-8,-0.31013483746340476,0.38,0.575,3.0855598758639256e-4
Qpct,Oligo,1.484507814926743e-8,0.5026218528677406,0.211,0.105,3.1174664113461605e-4
Diap3,Oligo,1.5376093378170874e-8,-0.2739346422616381,0.05,0.139,3.2289796094158834e-4
Clmn,Oligo,1.5621182843794565e-8,0.49297546323639074,0.55,0.5,3.2804483971968587e-4
Slc50a1,Oligo,1.5857574671135493e-8,0.4924403889849591,0.495,0.414,3.3300906809384534e-4
Tmed9,Oligo,1.5995321012406497e-8,0.40550695235126155,0.676,0.695,3.3590174126053645e-4
Birc6,Oligo,1.6880053512037955e-8,-0.2874970038950453,0.18,0.328,3.5448112375279704e-4
Pcdh7,Oligo,1.6977615591101404e-8,-0.26764258694279713,0.066,0.165,3.565299274131295e-4
Acot7,Oligo,1.7553771487799547e-8,-0.2816000309727067,0.725,0.871,3.686292012437905e-4
Eif4a2,Oligo,1.8204132110256334e-8,0.36280820842660955,0.726,0.743,3.8228677431538304e-4
Ap2s1,Oligo,1.8250165940707824e-8,0.37875042025371997,0.729,0.704,3.832534847548643e-4
Ddr1,Oligo,1.934563418146481e-8,-0.38569664602039433,0.404,0.582,4.06258317810761e-4
Cml1,Oligo,2.0218454837951383e-8,0.4777130088676668,0.235,0.127,4.2458755159697906e-4
Litaf,Oligo,2.2014022713837296e-8,0.36422728671420046,0.785,0.76,4.6229447699058324e-4
S100a16,Oligo,2.2560280017403597e-8,0.3427122435470542,0.917,0.89,4.737658803654755e-4
Crip2,Oligo,2.2616308543833918e-8,-0.36382394344751,0.182,0.326,4.749424794205123e-4
Uqcrc1,Oligo,2.279273212265506e-8,0.36729079007971266,0.678,0.659,4.786473745757563e-4
Nap1l4,Oligo,2.3666247186792517e-8,0.42063591676490497,0.586,0.539,4.969911909226428e-4
Lmbrd1,Oligo,2.3826670957102946e-8,0.4627819655667553,0.565,0.526,5.003600900991619e-4
Sbf1,Oligo,2.522999889781642e-8,-0.2954827240001423,0.372,0.579,5.298299768541449e-4
Epdr1,Oligo,2.693110503203465e-8,0.47424493282996444,0.166,0.069,5.655532056727277e-4
Ank3,Oligo,2.7154870805386434e-8,-0.4197014752990773,0.51,0.717,5.702522869131152e-4
Wasf1,Oligo,2.854439044356085e-8,-0.257676081460711,0.088,0.197,5.994321993147778e-4
Sdha,Oligo,2.9548658227046075e-8,0.44135101754241224,0.596,0.566,6.205218227679675e-4
Eef1d,Oligo,3.116205104274471e-8,0.4131822364836819,0.648,0.627,6.544030718976389e-4
Expi,Oligo,3.438805776778924e-8,0.5211294869296208,0.217,0.11,7.221492131235741e-4
Txndc17,Oligo,3.777957943948306e-8,-0.27572839035722985,0.588,0.8,7.933711682291442e-4
Ech1,Oligo,4.8248053858054345e-8,0.3758952318359119,0.707,0.712,0.0010132091310191412
Pigyl,Oligo,5.0345082776924895e-8,0.34715762113414206,0.779,0.798,0.0010572467383154229
Rbm25,Oligo,6.061117160659691e-8,0.5479647766231369,0.457,0.404,0.0012728346037385351
Vdac2,Oligo,6.403670005451716e-8,0.34389737416032107,0.774,0.794,0.0013447707011448604
Psmd4,Oligo,6.409677509161393e-8,0.38633139723861354,0.697,0.697,0.0013460322769238925
Gstm5,Oligo,6.499657247789716e-8,0.37957180622040987,0.861,0.875,0.0013649280220358404
Sumo2,Oligo,6.619177775212942e-8,0.3031856529198165,0.835,0.86,0.0013900273327947178
Epha4,Oligo,7.3289249632114e-8,-0.25291462657250074,0.111,0.23,0.001539074242274394
Ndufs7,Oligo,7.54306108390915e-8,0.28465168432503596,0.844,0.871,0.0015840428276209214
Commd9,Oligo,7.795014846189429e-8,-0.3186786339732659,0.336,0.515,0.00163695311769978
Atp5a1,Oligo,7.928453689346994e-8,0.33637957587249767,0.788,0.798,0.0016649752747628687
Rbx1,Oligo,7.948827716098845e-8,0.29465776772783814,0.843,0.867,0.0016692538203807574
Eif1b,Oligo,8.383962321036775e-8,-0.2616825029925791,0.535,0.749,0.0017606320874177228
Gpt,Oligo,1.0291819595372816e-7,0.5196328323007557,0.188,0.094,0.002161282115028291
Olfml1,Oligo,1.1135953250532838e-7,0.5457261719997881,0.285,0.185,0.002338550182611896
Wscd1,Oligo,1.1486206931052405e-7,-0.2547746861454856,0.482,0.689,0.002412103455521005
Mapre1,Oligo,1.199449302816757e-7,-0.2693526499792436,0.4,0.607,0.0025188435359151896
Fus,Oligo,1.3097665443182323e-7,0.38984647402551453,0.691,0.68,0.002750509743068288
Stmn3,Oligo,1.387877604528277e-7,-0.3457809687829134,0.295,0.474,0.0029145429695093816
Arpc2,Oligo,1.3989004532851103e-7,-0.2537494671175171,0.44,0.663,0.0029376909518987315
Gjb1,Oligo,1.4307700677985048e-7,0.35390608783334665,0.811,0.749,0.00300461714237686
Son,Oligo,1.457342547621282e-7,0.3619862037423074,0.797,0.79,0.0030604193500046923
2310069G16Rik,Oligo,1.5585545626961842e-7,0.26235889593507344,0.074,0.011,0.003272964581661987
Chmp2a,Oligo,1.6228367238080388e-7,0.33355495451519435,0.762,0.781,0.0034079571199968814
Nnat,Oligo,1.6497644195138608e-7,-0.4790570972891288,0.029,0.097,0.0034645052809791077
Erlin2,Oligo,1.7065879984091886e-7,0.44607137111808187,0.196,0.099,0.003583834796659296
Sema6d,Oligo,1.8171843027933462e-7,0.5205511390966704,0.279,0.176,0.003816087035866027
Cdc37,Oligo,1.889203999291703e-7,0.43329313000875236,0.563,0.536,0.003967328398512576
Mtap1a,Oligo,1.9893631919360152e-7,-0.28163758481399137,0.657,0.816,0.004177662703065632
Spock1,Oligo,2.1803762500137031e-7,0.3842883327811951,0.162,0.071,0.0045787901250287765
Carhsp1,Oligo,2.299811715724887e-7,0.32108880518218985,0.808,0.815,0.004829604603022263
Npm1,Oligo,2.4454183744216887e-07,0.41846582169388236,0.619,0.592,0.0051353785862855465
Ssb,Oligo,2.4814803778104806e-7,0.484753429203598,0.486,0.436,0.005211108793402009
Vamp8,Oligo,2.657485927728954e-7,0.3120474766130396,0.086,0.019,0.005580720448230804
Fgfr2,Oligo,2.931533844138659e-7,0.48848575314677367,0.473,0.416,0.006156221072691184
Ctsb,Oligo,2.9407583258057646e-7,0.27541929491629435,0.857,0.871,0.006175592484192105
Gadd45g,Oligo,3.0307296137782383e-7,-0.3409677145866138,0.109,0.213,0.0063645321889343005
Tmed4,Oligo,3.3175860021603533e-7,0.4536773446693453,0.441,0.371,0.006966930604536742
Ndufa5,Oligo,3.377023291738848e-7,0.41915679876552825,0.642,0.614,0.00709174891265158
Fau,Oligo,3.5305566857898897e-7,0.27520078346873245,0.931,0.929,0.007414169040158769
Rhog,Oligo,3.5405436604989287e-7,0.4242497073358136,0.605,0.594,0.0074351416870477504
Snw1,Oligo,3.837579143630219e-7,0.4611846302112481,0.518,0.472,0.00805891620162346
Hsd17b11,Oligo,3.928853234860162e-7,0.4604022407396624,0.234,0.139,0.00825059179320634
Phyh,Oligo,4.376030106527438e-7,0.44085915196379233,0.203,0.11,0.00918966322370762
Psma3,Oligo,4.5803117710732046e-7,0.37563941001754664,0.665,0.678,0.00961865471925373
Kndc1,Oligo,4.6899376662450693e-7,-0.32831991853880593,0.311,0.474,0.009848869099114645
Sst,Oligo,4.947846313158129e-7,-0.6645509410190981,0.037,0.109,0.01039047725763207
Fads6,Oligo,5.067479467837443e-7,0.40122173269938294,0.17,0.081,0.01064170688245863
Fnbp1,Oligo,5.189722759008725e-7,0.4330732819077683,0.564,0.549,0.010898417793918322
Sgta,Oligo,5.923620479874929e-7,0.4379134630273762,0.508,0.461,0.012439603007737351
Mdh1,Oligo,6.107181698579962e-7,0.30063966524277497,0.719,0.717,0.012825081567017919
Acyp2,Oligo,6.434467828509405e-7,0.4356852873533646,0.201,0.109,0.01351238243986975
Pde8a,Oligo,6.965639327687289e-7,0.5350752083013637,0.285,0.199,0.014627842588143307
Rbmx,Oligo,7.242766920826647e-7,0.40806698390041285,0.16,0.075,0.015209810533735959
Hnrnpa2b1,Oligo,7.329777278444618e-7,0.3518312121252185,0.717,0.715,0.015392532284733697
Rtn1,Oligo,7.551140018601701e-7,-0.30722431221111113,0.289,0.459,0.015857394039063572
Ctsz,Oligo,8.633373782059644e-7,0.46824187224443137,0.43,0.371,0.018130084942325254
Prosc,Oligo,8.755889747082935e-7,0.5099376464667266,0.308,0.225,0.018387368468874163
Klf13,Oligo,8.846750856346315e-7,-0.34852021402340916,0.499,0.685,0.01857817679832726
Tuba1b,Oligo,9.058453456564003e-7,0.4172381279014039,0.574,0.522,0.019022752258784404
Gm410,Oligo,9.175703869817532e-7,0.455389297991719,0.168,0.082,0.019268978126616817
Appl2,Oligo,9.434778306195936e-7,0.4421937195338687,0.196,0.109,0.019813034443011465
Gltscr2,Oligo,9.637632836038982e-7,0.4159842859296161,0.586,0.547,0.020239028955681863
