gene,cell_type,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Srsf5,Astro,9.842382240095328e-11,0.4775501774743276,0.69,0.536,2.0669002704200186e-6
Arhgef2,Astro,1.176103192843438e-10,-0.2949526724679002,0.039,0.141,2.46981670497122e-6
App,Astro,1.5312847298280533e-10,-0.6253796299773848,0.229,0.383,3.215697932638912e-6
Slc12a2,Astro,1.5640455056754097e-10,-0.3953428273639624,0.023,0.109,3.2844955619183603e-6
Rbm3,Astro,1.7567504732375526e-10,0.5712851843564781,0.479,0.316,3.6891759937988603e-6
Fbxl15,Astro,1.7681495067894665e-10,-0.28305180279316683,0.026,0.116,3.7131139642578795e-6
Fgfr3,Astro,2.2564452074803683e-10,0.5047509969127368,0.602,0.422,4.738534935708773e-6
Thrsp,Astro,2.3539016245927547e-10,0.2803643526563957,0.787,0.59,4.943193411644785e-6
Rtn3,Astro,2.503464697089573e-10,-0.4672044373178883,0.552,0.657,5.257275863888103e-6
Rbp1,Astro,3.1370164714391023e-10,0.45276764055610275,0.518,0.328,6.587734590022115e-6
Rtf1,Astro,3.172471060607156e-10,-0.47413840236765764,0.128,0.267,6.662189227275028e-6
H3f3b,Astro,3.205538676964863e-10,-0.5895011297101207,0.864,0.911,6.731631221626213e-6
Spg21,Astro,3.2487621549716074e-10,-0.31479818471062215,0.04,0.141,6.822400525440375e-6
Slc27a1,Astro,3.31956746050272e-10,0.5077791652429862,0.686,0.521,6.9710916670557115e-6
Ppp2r2c,Astro,3.388775854206532e-10,-0.5253898749176713,0.094,0.22,7.116429293833717e-6
Atp5g1,Astro,3.7635358798267023e-10,-0.4933780528000633,0.775,0.817,7.903425347636075e-6
Nfe2l2,Astro,3.832532936579824e-10,0.5067333991287588,0.408,0.227,8.04831916681763e-6
Ugt8a,Astro,4.275133148440401e-10,-0.8860028690973349,0.009,0.074,8.977779611724841e-6
Uba5,Astro,4.5296417978857255e-10,-0.3894361742643899,0.088,0.215,9.512247775560023e-6
Zfp238,Astro,4.5828650135622346e-10,-0.49209134371935154,0.085,0.207,9.624016528480693e-6
Creg1,Astro,4.796339114102092e-10,-0.47253116314349963,0.119,0.257,1.0072312139614394e-5
Nop10,Astro,4.801175079727592e-10,-0.50247685529761,0.395,0.551,1.0082467667427942e-5
Asah1,Astro,4.839312297013404e-10,0.474211717385538,0.541,0.363,1.0162555823728149e-5
Fam53a,Astro,5.082229493847178e-10,-0.3139552740142313,0.041,0.141,1.0672681937079073e-5
Nav1,Astro,5.179012177477599e-10,-0.4279629844336251,0.083,0.205,1.0875925572702957e-5
Ccdc72,Astro,5.180147866947244e-10,-0.4327589017261406,0.606,0.731,1.0878310520589212e-5
Inpp5f,Astro,5.208457310580815e-10,-0.3022550758223239,0.045,0.148,1.0937760352219711e-5
Sgk1,Astro,5.305734832135839e-10,-0.26156125012007264,0.028,0.116,1.1142043147485262e-5
Egr1,Astro,5.331924514135365e-10,-0.8750635782510051,0.243,0.393,1.1197041479684267e-5
Eci2,Astro,5.788078747216948e-10,0.4531366527116911,0.701,0.538,1.215496536915559e-5
Aplp2,Astro,5.896299932385711e-10,-0.47508749882600587,0.531,0.679,1.2382229858009994e-5
Itgb1,Astro,6.022129058042617e-10,-0.3996748739997782,0.071,0.19,1.2646471021889495e-5
Ptn,Astro,6.796092377837171e-10,0.33635748620381944,0.946,0.854,1.427179399345806e-5
Csrp1,Astro,7.453592780530767e-10,0.2675867904261371,0.896,0.669,1.565254483911461e-5
Insig1,Astro,7.835197916245549e-10,-0.5935930232003903,0.21,0.368,1.6453915624115654e-5
D8Ertd738e,Astro,7.945617146752927e-10,-0.37521836509369244,0.676,0.788,1.6685796008181147e-5
Slc15a2,Astro,8.094136450734872e-10,0.4826211000611422,0.547,0.346,1.6997686546543232e-5
C030005K06Rik,Astro,8.837441012063583e-10,0.5292960783373258,0.303,0.141,1.8558626125333524e-5
Phgdh,Astro,8.879006989264196e-10,0.34453333613836934,0.922,0.807,1.8645914677454812e-5
2610017I09Rik,Astro,9.072985453296511e-10,-0.48021594205670093,0.92,0.946,1.9053269451922673e-5
Decr1,Astro,9.42486848609223e-10,0.4875687692110269,0.335,0.165,1.9792223820793682e-5
Fam176a,Astro,9.999831513332558e-10,0.43697955973920277,0.697,0.536,2.099964617799837e-5
Pgls,Astro,1.0261183225540344e-9,-0.30269213245604065,0.045,0.146,2.1548484773634722e-5
Auh,Astro,1.0554525856469559e-9,-0.32731598652231153,0.045,0.146,2.2164504298586075e-5
Ift57,Astro,1.1664419211434908e-9,-0.3680127417358567,0.075,0.193,2.4495280344013305e-5
Cxcl12,Astro,1.2056390477214746e-9,-1.2008755706237375,0.034,0.123,2.531842000215097e-5
Uqcr11,Astro,1.2194021556721245e-9,-0.36062817104326195,0.909,0.928,2.5607445269114613e-5
Emid1,Astro,1.2812680511173246e-9,-0.2530650950049568,0.005,0.062,2.6906629073463818e-5
Edf1,Astro,1.3968075193244223e-9,-0.37168239614809506,0.692,0.785,2.933295790581287e-5
Nr4a1,Astro,1.4316278239419885e-9,-0.5038377442811863,0.076,0.193,3.0064184302781758e-5
Spop,Astro,1.4322419955833566e-9,-0.4291140661762467,0.239,0.405,3.007708190725049e-5
Slc39a12,Astro,1.7054879764732794e-9,0.46468681142392576,0.607,0.415,3.581524750593887e-5
Stmn3,Astro,1.7470829889488263e-9,-0.7903151758216627,0.342,0.486,3.668874276792535e-5
Tmed5,Astro,1.7629263289269261e-9,0.5262760138282829,0.587,0.412,3.702145290746545e-5
Ywhah,Astro,2.0856000946124394e-9,-0.7596462635318217,0.248,0.395,4.3797601986861226e-5
Efnb3,Astro,2.1619640837241125e-9,-0.3275169852644866,0.031,0.119,4.540124575820636e-5
2010011I20Rik,Astro,2.1853388956620253e-9,-0.39606507487561193,0.043,0.138,4.589211680890253e-5
Srp9,Astro,2.1988200937104624e-9,-0.45735449961157926,0.427,0.56,4.617522196791971e-5
Lsm1,Astro,2.2088219983784365e-9,-0.4678794151170945,0.174,0.321,4.638526196594717e-5
Ptplb,Astro,2.2153557685957994e-9,-0.4812398409555313,0.215,0.368,4.652247114051179e-5
Pppde2,Astro,2.2374180995596435e-9,-0.3774914091216459,0.073,0.188,4.698578009075251e-5
Scrg1,Astro,2.2927563016491073e-9,-0.5311937317986115,0.506,0.647,4.814788233463125e-5
Rapgef3,Astro,2.307405781681064e-9,0.48855055984751405,0.39,0.217,4.845552141530234e-5
Irak2,Astro,2.4052525412437768e-9,0.5224280017176776,0.374,0.202,5.051030336611931e-5
Ugp2,Astro,2.510550913756165e-9,0.4013657090468883,0.707,0.565,5.2721569188879466e-5
Atp2b1,Astro,2.571375823205215e-9,-0.534061723085187,0.269,0.427,5.399889228730952e-5
Enho,Astro,2.5786547286110783e-9,0.37590157488593556,0.8,0.632,5.415174930083265e-5
Cyp4f15,Astro,2.8110485730719244e-9,0.4425122759350537,0.538,0.353,5.9032020034510414e-5
Slc7a10,Astro,2.8379231301835627e-9,-0.6661540836023063,0.569,0.672,5.9596385733854814e-5
Tbc1d10a,Astro,2.9746185273188844e-9,-0.38206266937932265,0.065,0.173,6.246698907369657e-5
Arhgdig,Astro,2.992973321295781e-9,-0.35416878275230856,0.043,0.136,6.28524397472114e-5
Satb1,Astro,3.0829497905569156e-9,-0.3223359919881011,0.048,0.146,6.474194560169522e-5
Tubb4a,Astro,3.3864845615776614e-9,-0.6697783753010509,0.128,0.257,7.11161757931309e-5
Prkcz,Astro,3.515712217397432e-9,-0.3634522036735428,0.095,0.22,7.382995656534607e-5
Ngfrap1,Astro,3.595729716143917e-9,-0.514074674527266,0.409,0.541,7.551032403902226e-5
Ptgds,Astro,3.6181809846983832e-9,0.41583471373851577,0.218,0.081,7.598180067866604e-5
Arf5,Astro,3.6484962889845334e-9,-0.4479530606525616,0.149,0.286,7.661842206867521e-5
Aldoa,Astro,3.79305552771841e-9,0.2804410057963689,0.99,0.953,7.965416608208662e-5
Epb4.1l3,Astro,3.807045065107913e-9,-0.29193649136146826,0.036,0.126,7.994794636726617e-5
Sf3b1,Astro,3.9040208328096175e-9,0.4844419236208224,0.549,0.395,8.198443748900197e-5
Selk,Astro,4.134858703670677e-9,-0.36782799806693944,0.894,0.931,8.683203277708421e-5
Gabrg1,Astro,4.193680883455195e-9,0.4932760764659655,0.314,0.151,8.80672985525591e-5
Fzd2,Astro,4.455407725450082e-9,0.4909699184929243,0.213,0.079,9.356356223445172e-5
Tpi1,Astro,4.491503358896587e-9,0.36298162084169183,0.882,0.77,9.432157053682832e-5
Slc16a1,Astro,4.697685855931535e-9,-0.4251545744903812,0.036,0.123,9.865140297456224e-5
2310047M10Rik,Astro,5.0470039944858164e-9,-0.27633425186333893,0.034,0.121,1.0598708388420214e-4
Actg1,Astro,5.286358276555971e-9,0.2598425613176438,0.976,0.975,1.1101352380767539e-4
Serf2,Astro,5.323956592823687e-9,-0.32480514589080967,0.901,0.911,1.1180308844929742e-4
Lyar,Astro,5.507643164451847e-9,-0.31858998058044974,0.049,0.146,1.156605064534888e-4
Mbd3,Astro,5.578534594427361e-9,-0.32124145596744663,0.059,0.163,1.1714922648297457e-4
Tuba1a,Astro,5.6829625232427784e-9,-0.5206172829031614,0.876,0.909,1.1934221298809835e-4
Katnal1,Astro,5.9210414635864644e-9,0.5013479276762283,0.217,0.086,1.2434187073531575e-4
Ndufc1,Astro,6.024947250671809e-9,-0.36399929404047393,0.727,0.815,1.2652389226410797e-4
H2afv,Astro,6.36066700806176e-9,-0.4979971917576611,0.348,0.504,1.3357400716929697e-4
Tnfaip8,Astro,6.447659215837227e-9,0.4793111674625039,0.317,0.158,1.3540084353258177e-4
Msi2,Astro,6.604596048999621e-9,0.4178955481712603,0.625,0.449,1.3869651702899202e-4
Scd2,Astro,6.635338176489684e-9,-0.5516208205852422,0.792,0.83,1.3934210170628335e-4
Nckap1,Astro,7.26188993676145e-9,-0.4283046436089386,0.219,0.373,1.5249968867199045e-4
Tspan2,Astro,7.358702120248438e-9,-0.7898553161730619,0.015,0.081,1.545327445252172e-4
H2-K1,Astro,7.373280939357466e-9,0.5070624267724497,0.34,0.183,1.5483889972650678e-4
Cirbp,Astro,7.513966764253547e-9,0.49304903547107126,0.635,0.486,1.5779330204932447e-4
Frmd4a,Astro,7.615962336236054e-9,0.47332732308920633,0.571,0.415,1.5993520906095715e-4
Nfic,Astro,8.418368940498443e-9,0.5436946864071072,0.407,0.249,1.767857477504673e-4
Wasf1,Astro,8.518942499046644e-9,-0.45829074127822833,0.096,0.21,1.7889779247997953e-4
Smpd1,Astro,8.582055820397887e-9,0.4506772303697839,0.531,0.378,1.8022317222835563e-4
Sulf2,Astro,9.169112159865493e-9,-0.2812200205774631,0.024,0.099,1.9255135535717536e-4
Uqcrc2,Astro,9.309721233540686e-9,0.41928633622985934,0.69,0.543,1.955041459043544e-4
Nedd8,Astro,9.855295720123856e-9,-0.39692454091123386,0.681,0.76,2.0696121012260099e-4
Pdia3,Astro,9.897156962489384e-9,-0.43104119843357047,0.277,0.432,2.0784029621227705e-4
Tpst2,Astro,1.0312201436871716e-8,-0.3994047883587105,0.109,0.232,2.1655623017430604e-4
Ehd1,Astro,1.0463726718258913e-8,-0.2732187007613541,0.034,0.119,2.1973826108343715e-4
Fam3c,Astro,1.0963226263728765e-8,-0.33034317464628016,0.056,0.156,2.3022775153830406e-4
Ppp4c,Astro,1.2887072805140919e-8,-0.35940141834777223,0.09,0.207,2.706285289079593e-4
Trnau1ap,Astro,1.3174949814876894e-8,-0.30961512688693715,0.05,0.146,2.7667394611241477e-4
Col4a1,Astro,1.341692295279659e-8,-0.2847944272678401,0.006,0.059,2.817553820087284e-4
Camk1,Astro,1.3427429255022563e-8,-0.39379923229737535,0.108,0.23,2.819760143554738e-4
Tppp,Astro,1.563057970134207e-8,-0.38072380678999496,0.074,0.18,3.282421737281835e-4
Lims2,Astro,1.6041517952656183e-8,-0.3434892941811867,0.013,0.074,3.3687187700577983e-4
Pkp4,Astro,1.68692003404846e-8,-0.276912467090659,0.045,0.136,3.5425320715017664e-4
Capns1,Astro,1.7758126891629103e-8,-0.467978185883523,0.352,0.494,3.7292066472421117e-4
Chchd7,Astro,1.8236929238068927e-8,-0.40542044655696297,0.133,0.262,3.8297551399944747e-4
Fam134b,Astro,1.8628424101857587e-8,-0.26763118488271065,0.034,0.116,3.911969061390093e-4
Dclk1,Astro,1.9400828654853415e-8,0.28312856319868374,0.96,0.919,4.074174017519217e-4
Cdc42ep3,Astro,2.0355913213201898e-8,-0.2668349047467297,0.008,0.062,4.2747417747723983e-4
Pkm2,Astro,2.1046958335205285e-8,0.2967738892809346,0.925,0.877,4.41986125039311e-4
Cox6c,Astro,2.1602392524051654e-8,-0.3235029850919471,0.914,0.951,4.5365024300508475e-4
Tmem5,Astro,2.2932806516432317e-8,-0.4131652317662863,0.151,0.281,4.8158893684507864e-4
6430590A07Rik,Astro,2.4009659881467697e-8,0.4958290464600792,0.308,0.163,5.042028575108216e-4
Tm4sf1,Astro,2.4950518580015748e-8,-0.36956720384411984,0.009,0.064,5.239608901803307e-4
Akap8l,Astro,2.6640627601599013e-8,0.5132125265956541,0.333,0.19,5.594531796335793e-4
Id2,Astro,2.8756097928749333e-8,0.2824765928506374,0.945,0.867,6.03878056503736e-4
Myeov2,Astro,3.036519390180709e-8,-0.3935838850618212,0.641,0.714,6.376690719379489e-4
Itih3,Astro,3.053400084183188e-8,0.4828707060332972,0.325,0.183,6.412140176784695e-4
Atpif1,Astro,3.1405419234938564e-8,-0.5488802561286228,0.582,0.674,6.595138039337099e-4
Clmn,Astro,3.339915886293549e-8,0.477066408966611,0.481,0.326,7.013823361216453e-4
4930402H24Rik,Astro,3.3715200277394865e-8,0.46291191027307943,0.518,0.37,7.080192058252922e-4
Enpp2,Astro,3.4201909179351416e-8,-0.6073352565459524,0.103,0.212,7.182400927663797e-4
Sh3bgrl3,Astro,3.684243573839184e-8,-0.5804888758469713,0.353,0.474,7.736911505062286e-4
Shfm1,Astro,3.7188991170864396e-8,-0.3875709122943818,0.531,0.657,7.809688145881523e-4
Pnn,Astro,3.794857214250599e-8,0.44150917627220143,0.61,0.469,7.969200149926257e-4
Pisd,Astro,3.8293908018816317e-8,0.4740197425847549,0.399,0.249,8.041720683951427e-4
Dusp26,Astro,3.984396748437512e-8,-0.3332521633595905,0.048,0.136,8.367233171718775e-4
Lysmd2,Astro,4.355647374267417e-8,-0.3500411665116698,0.113,0.232,9.146859485961576e-4
Dhrs7,Astro,4.3601227334202266e-8,0.428180027539927,0.64,0.479,9.156257740182476e-4
Dnajb1,Astro,4.390669169055701e-8,-0.5354949427962938,0.106,0.222,9.220405255016972e-4
Spock2,Astro,4.413174401984513e-8,-0.7199283835383988,0.159,0.286,9.267666244167477e-4
Ifrd1,Astro,4.4338697172761664e-8,-0.33696462921180936,0.095,0.21,9.31112640627995e-4
Morf4l2,Astro,4.447914085264507e-8,-0.5177402028415679,0.298,0.437,9.340619579055465e-4
Acsl6,Astro,4.950897494304597e-8,0.3519290910761885,0.832,0.731,0.0010396884738039654
Kirrel2,Astro,5.079627294149491e-8,0.4460881155169653,0.245,0.114,0.0010667217317713931
Gjc3,Astro,5.08924503884894e-8,-0.27037702421468696,0.008,0.059,0.0010687414581582774
Dynlrb1,Astro,5.1325854364103484e-8,-0.3323663176451275,0.752,0.815,0.0010778429416461732
Olig1,Astro,5.209227585523679e-8,-0.4561191274818095,0.061,0.156,0.0010939377929599725
Stx16,Astro,5.587956434040095e-8,0.47653181439145975,0.437,0.289,0.00117347085114842
Uqcr10,Astro,5.908071229529597e-8,-0.31680100546487644,0.881,0.914,0.0012406949582012153
Lgi4,Astro,6.061026083672517e-8,0.4882660758491337,0.25,0.119,0.0012728154775712285
Cldn5,Astro,6.29315640218474e-8,-1.3033107111716224,0.031,0.106,0.0013215628444587955
Lix1,Astro,6.586434553149328e-8,0.39111663379202666,0.742,0.627,0.0013831512561613588
Mrps12,Astro,6.690499584734864e-8,-0.3981606276327194,0.389,0.523,0.0014050049127943213
Gm8730,Astro,6.708991176728045e-8,-0.3268637593786757,0.073,0.175,0.0014088881471128894
Srebf1,Astro,6.897219603984042e-8,0.4907295283719745,0.313,0.17,0.0014484161168366488
Klc1,Astro,7.285776648496924e-8,-0.6413200970702703,0.203,0.314,0.001530013096184354
Dusp1,Astro,7.350425192858616e-8,-0.5478511080181295,0.191,0.326,0.0015435892905003093
Hint2,Astro,7.437333608668149e-8,-0.38374945600112353,0.238,0.383,0.0015618400578203114
Ddt,Astro,7.494101375650924e-8,0.3925340555481249,0.67,0.531,0.001573761288886694
Fn1,Astro,7.656118247832471e-8,-0.34015284909790744,0.01,0.064,0.001607784832044819
Tmem151a,Astro,8.115009271551377e-8,-0.4676799979444931,0.066,0.16,0.001704151947025789
Ttc9b,Astro,8.258562159242262e-8,-0.35653358846565986,0.053,0.141,0.001734298053440875
2610034M16Rik,Astro,8.887435511226725e-8,0.36676284098309697,0.403,0.23,0.0018663614573576123
Mrp63,Astro,8.999673531435003e-8,-0.39209030438682,0.273,0.417,0.0018899314416013506
Mrps15,Astro,9.249284884739399e-8,-0.36444561577208384,0.136,0.259,0.0019423498257952739
Jund,Astro,9.39529580248879e-8,-0.2720669784127069,0.078,0.183,0.001973012118522646
Gtpbp6,Astro,9.584413188513526e-8,-0.3063020315711029,0.048,0.133,0.0020127267695878403
Acvrl1,Astro,9.68987365941488e-8,-0.26146736380693003,0.006,0.054,0.0020348734684771247
Chchd4,Astro,9.954548054838126e-8,-0.3541623551661198,0.134,0.257,0.0020904550915160063
Il18,Astro,1.0041824082985135e-7,0.35584383210996506,0.766,0.615,0.0021087830574268783
Gm6483,Astro,1.005319301147113e-7,0.4212007300080043,0.443,0.286,0.0021111705324089376
Cyp2j6,Astro,1.0087617146981942e-7,0.5036983378679154,0.308,0.17,0.002118399600866208
Hadh,Astro,1.0160968101996552e-7,0.42128654987793546,0.481,0.311,0.002133803301419276
Rab5a,Astro,1.0273195749418163e-7,-0.3670289185493346,0.148,0.279,0.002157371107377814
Dctpp1,Astro,1.0478959560522497e-7,-0.3928079863501826,0.089,0.195,0.0022005815077097246
Gpd2,Astro,1.0483535274881603e-7,0.4632732531021888,0.454,0.316,0.0022015424077251365
Syne1,Astro,1.0606073545954844e-7,0.45584814557013176,0.507,0.358,0.0022272754446505173
2700089E24Rik,Astro,1.100947788756108e-7,-0.35938457804481627,0.175,0.311,0.0023119903563878267
Ppp1r2,Astro,1.2407313382118667e-7,-0.39394853055540124,0.181,0.314,0.00260553581024492
Paqr7,Astro,1.2890513955893767e-7,0.3433605195807672,0.586,0.393,0.002707007930737691
Pam,Astro,1.3094395175466217e-7,-0.33086112802149975,0.069,0.168,0.0027498229868479058
Uqcrc1,Astro,1.3203489959711517e-7,0.33261405035418745,0.832,0.709,0.0027727328915394187
Faim,Astro,1.3669813872309225e-7,-0.3381253330769566,0.118,0.235,0.002870660913184937
Eepd1,Astro,1.3700955487339e-7,-0.25821883106215926,0.02,0.084,0.00287720065234119
Cyth2,Astro,1.3857130413506729e-7,-0.26634101205688876,0.068,0.165,0.002909997386836413
Gnas,Astro,1.3892466452207313e-7,-0.46719461949933083,0.504,0.593,0.0029174179549635356
Gm10561,Astro,1.3993411804715638e-7,0.43440597105505774,0.31,0.165,0.002938616478990284
D030055H07Rik,Astro,1.4745927615187705e-7,0.34681813002341155,0.123,0.03,0.003096644799189418
Hmgn2,Astro,1.5402259658413665e-7,-0.5833160509177038,0.212,0.338,0.0032344745282668697
5730469M10Rik,Astro,1.5656907466662537e-7,0.2915728474359778,0.86,0.756,0.0032879505679991325
2810055G20Rik.1,Astro,1.5934221850168652e-7,0.48496120931816455,0.3,0.17,0.0033461865885354167
Serp2,Astro,1.599955389679522e-7,-0.29711944722971795,0.049,0.133,0.0033599063183269965
Mtmr6,Astro,1.6115947120927787e-7,-0.28008924467168994,0.07,0.168,0.0033843488953948352
Ddost,Astro,1.7014309678046166e-7,-0.3886089567892824,0.123,0.24,0.003573005032389695
1810006K21Rik,Astro,1.708994392126344e-7,-0.39038698147880124,0.249,0.385,0.0035888882234653223
BC024659,Astro,1.7105217180704645e-7,-0.27246510371566157,0.075,0.175,0.0035920956079479754
Pea15a,Astro,1.7158157028603652e-7,-0.37029962761063473,0.66,0.775,0.003603212976006767
Rab3a,Astro,1.733109230413911e-7,-0.7557736679605604,0.272,0.4,0.003639529383869213
Lamp1,Astro,1.7759536872369553e-7,-0.5052051105085875,0.348,0.481,0.0037295027431976063
AI316807,Astro,1.7925900767316626e-7,-0.2929460462232154,0.05,0.136,0.0037644391611364914
Arxes1,Astro,1.884278890802128e-7,-0.3242842951307979,0.105,0.217,0.003956985670684469
Polr3h,Astro,1.9391319079520043e-7,0.4041065568296769,0.63,0.474,0.0040721770066992095
Psmd3,Astro,1.9489255479788224e-7,-0.3259224803434273,0.1,0.21,0.004092743650755527
Apold1,Astro,2.0040250799856972e-7,-0.4325814335864319,0.011,0.064,0.004208452667969964
Gm11128,Astro,2.0118814755557298e-7,0.3591628929456033,0.098,0.017,0.004224951098667032
Eif4g2,Astro,2.0257379037128273e-7,-0.3891029933515151,0.501,0.607,0.004254049597796937
Ninj1,Astro,2.0337133579473393e-7,-0.4244949834460969,0.078,0.178,0.004270798051689412
Ebpl,Astro,2.0849477612901193e-7,-0.37246872144178955,0.16,0.286,0.00437839029870925
Cntn1,Astro,2.1149780950657181e-7,-0.5318431451699359,0.155,0.274,0.004441453999638008
Cltb,Astro,2.1609020840612788e-7,-0.3852299611947083,0.354,0.494,0.004537894376528686
Slc25a34,Astro,2.2233891951761163e-7,0.4472926575147216,0.173,0.064,0.004669117309869845
Idi1,Astro,2.280280139886565e-7,0.4431017210371755,0.506,0.358,0.0047885882937617865
5930412G12Rik,Astro,2.3410482200177827e-7,-0.2585606165570906,0.031,0.104,0.0049162012620373435
Arpc1b,Astro,2.3425341900108138e-7,-0.8055358608011698,0.094,0.19,0.004919321799022709
Ttc35,Astro,2.3891925929267994e-7,0.4088054229712035,0.514,0.36,0.0050173044451462786
Ppp1cb,Astro,2.4408127692768565e-7,-0.47414373360807593,0.28,0.407,0.005125706815481398
Guk1,Astro,2.440909120040387e-7,-0.44034117080977553,0.332,0.464,0.005125909152084812
Ly6e,Astro,2.4553484983734084e-7,-0.7829215312554015,0.098,0.2,0.005156231846584158
Pygb,Astro,2.5559878446144467e-7,0.4016109714819649,0.541,0.402,0.005367574473690338
2310033P09Rik,Astro,2.6460739215594734e-7,-0.25423085977789467,0.063,0.156,0.005556755235274894
Scarb2,Astro,2.677103797128571e-7,-0.3198644398270442,0.074,0.17,0.005621917973969999
Vldlr,Astro,2.681291120466333e-7,-0.2522827121179381,0.069,0.165,0.0056307113529792995
Hes6,Astro,2.7935403227281495e-7,-0.36818195224807165,0.07,0.163,0.005866434677729114
S100a11,Astro,2.8049046870041736e-7,-0.27881147414549856,0.015,0.072,0.005890299842708765
1110002B05Rik,Astro,2.8920146450761016e-7,-0.5360744034964668,0.367,0.491,0.006073230754659814
Gm2a,Astro,3.0123298708968246e-7,-0.43889909580616004,0.388,0.511,0.006325892728883332
9530059O14Rik,Astro,3.030756576480533e-7,-0.25152634126343504,0.036,0.111,0.00636458881060912
Nudt4,Astro,3.055621980559366e-7,-0.26884841370359747,0.059,0.148,0.006416806159174669
Nfib,Astro,3.0675975686537157e-7,0.3911584049101282,0.63,0.486,0.006441954894172803
Herpud1,Astro,3.1124385813639686e-7,0.4499019960071343,0.337,0.205,0.006536121020864334
Fam5c,Astro,3.1785216755535665e-7,0.35029489751941745,0.155,0.054,0.00667489551866249
Hmbs,Astro,3.2472871417905823e-7,-0.2783204398076976,0.066,0.16,0.006819302997760223
Hn1,Astro,3.3383495610212263e-7,-0.5442900486089469,0.185,0.296,0.007010534078144576
Skil,Astro,3.388253254822669e-7,-0.2794072832701056,0.044,0.123,0.007115331835127605
Chst1,Astro,3.5578667210270776e-7,-0.4013745948309615,0.407,0.526,0.0074715201141568625
